benefit - benefit
Company,welfare
國泰人壽保險股份有限公司_巨鼎通訊處(范育綺),"【教育訓練】配合公司未來發展及個人職涯規劃，提供完善的在職教育訓練！ 
【其他福利】 
1. 享勞、健保、員工福利團體保險、意外險。 
2. 年終獎金、端午、中秋代金、婚喪禮金、生日禮物。 
3. 子女教育補助費、登山健行、春秋二季旅遊。 
4. 年終餐會補助、員工房貸優惠、國泰建設購屋優惠。 
5. 退休制度、完善的教育訓練、週休二日。"
香港商上海復旦微電子有限公司台灣辦事處,"◆ 獎金 / 禮品類
　1.年終獎金
　2.三節禮金/禮品
◆ 保險類
　1.勞保
　2.健保
◆ 休閒類
　1.國內外旅遊
◆ 請 / 休假制度
　1.週休二日"
香港商艾德威香港有限公司台灣分公司,"幸福企業：0900上班 1800下班(台灣) / 08:00上班 17:30下班(東莞)，要求員工準時上下班，除特殊情況，絕不讓員工加班。
享勞健保、勞退基金及依總公司安排期程員工海外旅遊。"
遠雄人壽保險事業股份有限公司_全盛通訊處(馬子軒區經理),"本公司為承攬制度，各職級展業主管及人員皆享有高績效、高報酬的各項承

攬獎勵津貼補助，並可享有團體保險優惠專案。以及國、內外各項獎勵旅遊活動"
新光人壽保險股份有限公司_仰德通訊處(劉上綸),
民豐塑膠股份有限公司,勞保，健保，員工團體保險，員工制服，三節禮金，生育、婚喪補助金，派外宿舍，生日禮金
日商朝日新聞社股份有限公司,"◆ 員工福利 
1. 夏季獎金
2. 冬季獎金
3. 年底獎金

◆ 保險類 
1. 勞保 
2. 健保 

◆ 休假制度 
1. 週休二日 
2. 特休 14日

◆ 上班時間
９：３０～１８：３０"
富邦人壽保險股份有限公司_富富一分處(核准文號108A01),"行銷專員(含)以上職級享：
1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動。
2.富邦以照顧員工權益、善盡社會責任爲經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。"
美捷國際有限公司,"◆ 保險類
　1.職災保險
◆ 休閒類
　1.國內旅遊
◆ 制度類
　1.績效獎金
　2.完整的教育訓練
◆ 請 / 休假制度
　1.週休二日
　2.特休/年假
◆ 其他
　1.健康檢查"
富邦人壽保險股份有限公司_岡山展業處(核淮文號108A02號),展業員(含)以上職級享：1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
國泰人壽保險股份有限公司_專招永和通訊處(黃于庭),"【教育訓練】配合公司未來發展及個人職涯規劃，提供完善的在職教育訓練！ 
【其他福利】 
1. 享勞、健保、員工福利團體保險、意外險。 
2. 年終獎金、端午、中秋代金、婚喪禮金、生日禮物。 
3. 子女教育補助費、登山健行、春秋二季旅遊。 
4. 年終餐會補助、員工房貸優惠、國泰建設購屋優惠。 
5. 退休制度、完善的教育訓練、週休二日。"
遠雄人壽股份有限公司_興宜營業處(李宛樺副理),"「為生命增添好生活」是遠雄自我期許與策略定位的理念與目標，公司更秉持「專業、效率、品牌」的事業經營理念。 
新一代遠雄金融保險事業積極人才佈局， 
以培養培訓主任、儲備主管在遠雄能創業成功為目的， 
成為遠雄的『保險企業家－營業處經理』， 
完成公司合夥經營者的事業夢想，開啟富足美滿的人生。"
富邦人壽保險股份有限公司_彰北獨立課(王宜䌯)(核准文號108A02號),展業員(含)以上職級享：1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
馬來西亞商信息通訊有限公司台灣分公司,"增值空間–在業內擁有專業領域知識的我們，堅信所有銷售人員必須經過一個廣泛的培訓期限。我們致力於促進員工的全面發展，實現員工加之於企業價值的同步提升。

工作環境–我們是一間快速成長的國際化公司，擁有優秀的團隊及合作精神是我們公司重要元素之一。你會在它進步的中心竭誠為你的銷售區域。

流動性質–員工旅遊出國的機會，幫助公司客戶和合作夥伴取得市場領導地位。

員工福利–公司積極努力提升員工福利待遇及業務模式的需求。

頂尖客戶–致力於各大移動運營商，OTT企業，零售品牌，銀行，社會媒體網絡。"
新光人壽保險股份有限公司_圓山收費處(陳衍伯經理),"◆ 獎金 / 禮品類 
　1.年終獎金 
　2.三節禮金/禮品 
　3.生日禮金/禮品 
◆ 保險類 
　1.勞保 
　2.健保 
　3.員工團保 
　4.意外險 
◆ 休閒類 
　1.績優員工旅遊  
　2.社團活動 
◆ 制度類 
　1.完整的教育訓練 
　2.順暢的升遷管道 
◆ 請 / 休假制度 
　1.週休二日 
　2.特休/年假 
◆ 其他 
　1.健康檢查 
◆ 補助類 
　1.結婚禮金 
　2.婚喪生育補助金 
其他福利： 
1.行銷增員獎金。 
2.房貸優惠利率。 
3.績效獎金。"
國泰人壽保險股份有限公司_專招永和通訊處(蔡佩蓉),"【教育訓練】配合公司未來發展及個人職涯規劃，提供完善的在職教育訓練！ 
【其他福利】
1. 享勞、健保、員工福利團體保險、意外險。
2. 年終獎金、端午、中秋代金、婚喪禮金、生日禮物。
3. 子女教育補助費、登山健行、春秋二季旅遊。
4. 年終餐會補助、員工房貸優惠、國泰建設購屋優惠。
5. 退休制度、完善的教育訓練、週休二日。"
國泰人壽保險股份有限公司_展業北縣通訊處(李炫德),"【教育訓練】配合公司未來發展及個人職涯規劃，提供完善的在職教育訓練！ 
【其他福利】
1. 享勞、健保、員工福利團體保險、意外險。
2. 年終獎金、端午、中秋代金、婚喪禮金、生日禮物。
3. 子女教育補助費、登山健行、春秋二季旅遊。
4. 年終餐會補助、員工房貸優惠、國泰建設購屋優惠。
5. 退休制度、完善的教育訓練、週休二日。"
富邦人壽保險股份有限公司_富恩通訊處(陳泓鈞)(核准文號108A01號),"行銷專員(含)以上職級享： 
1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動； 
2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。"
新光人壽保險股份有限公司_仰德收費處(李育綺),"年 節 獎 金
週休二日
員工購屋低利貸款
員工結婚補助
女性員工育嬰假
健保
勞保
員工及眷屬團保
意外險
員工及眷屬喪葬補助
員工退休規劃（包括退休金及退休後之福利等）"
欣旺實業股份有限公司,年終分紅、團體保險、節慶禮品、員工結婚禮金、員工及家屬喪事補助金、生育補助金、餐會及摸彩獎品、返台假、返台來回機票補助等。
世邦國際集運股份有限公司,"本公司視同仁為公司資產，並提供以下優於業界的福利制度：
一、優渥激勵報酬
1.三節節金(端午節、中秋節、年終獎金)
2.全勤獎金 
3.工作或績效獎金
4.伙食或交通津貼補助
5.同行津貼或英文津貼(須達公司申請標準)
二、完善教育訓練發展
1.新人完整培育訓練
2.航線專業知識講習
3.升遷管道順暢
4.海外分公司外派輪調
三、優質工作環境
1.每年補助員工國內旅遊/國外旅遊
2.社團活動(籃球社/壘球社)
3.每年舉辦年終尾牙聯誼餐會
4.不定期部門聯誼聚餐
四、貼心員工福利
1.每年定期員工健康檢查
2.勞保、健保、員工團保及每月提撥6%勞工退休金
3.週休二日"
元家國際開發股份有限公司,"公司在保險投保、勞退提撥級距及休假方面皆依照勞基法相關規定辦理，其餘相關福利及相關制度如下：

一、員工福利
保　　 險：團體保險
喜喪節慶 ：三節禮金(品)、結婚禮金、生育禮金、生日禮金、傷病慰問金、喪葬補助
員工旅遊 ：年度春酒旅遊活動
　　 　　 　(106年-台中林酒店、107年-新竹喜來登)
生活健康 ：社團活動補助(壘球社、花藝社、電影欣賞社)、年度員工健康檢查、捐血活動、淨灘活動
運動活動 ：南北壘球大對抗、年度籃球競賽、登山健行
員工優惠 ：員工購物特惠價、不定期內部拍賣會

二、制度介紹
升遷薪調 ：於每年8月開放單位申請年度晉升與薪調。
訓　　練 ：新進人員訓練、員工在職內部訓練、外訓費用補助。"
富邦人壽_富鈺通訊處(核准文號108A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
英僑企業有限公司,"1. 基本每週上班日五天
2. 彈性年假制度
3. 固定上下班，視貨量而定是否加班"
新光人壽保險股份有限公司_信義通訊處(謝秀芬),"制度：
(1)一年分為13個工作月，工作月日期依公司規定
(2)提供基本薪、出勤津貼、最低工資及漾財務補助津貼
(3)佣金、競賽獎金、年終獎金另計
(4)勞健保及團體保險
(5)新光醫院健檢及住院折扣
(6)新光人壽購物平台(新光友購站)核發三節、生日點數
(7)婚喪生育補助金
(8)職工福利委員會及社團活動
(9)退休金
福利制度：
(1)完整的教育訓練
(2)升遷管道暢通依自己規劃及努力程度晉升"
國立政治大學_社會科學學院財政學系,"◆ 獎金 / 禮品類
　1.年終獎金
　2.三節禮金/禮品
◆ 保險類
　1.勞保
　2.健保
◆ 休閒類
　1.社團活動
◆ 請 / 休假制度
　1.週休二日
　2.特休/年假"
鴻億實業股份有限公司,我們享有:1.勞健保  2.高獎金  3.年節贈禮及三節獎金  4.週休二日  5.年度休假
富邦人壽保險股份有限公司_宜鼎通訊處(核准文號108A01號),1.勞基法保障、健保、團保(公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
Envie De Neuf(茵蝶)_台灣茵蝶美學有限公司,"★獎金/禮品類
 1.生日禮金/禮品
 2.端午禮金/禮品
 3.中秋禮金/禮品
 4.婚喪喜慶津貼
 5.高額績效獎金
 6.介紹獎金
★保險類
 1.勞工保險
 2.健康保險
 3.退休金提撥6%
★請/休假制度
 1.陪產假/產假
 2.家庭照顧假
 3.女性同仁生理假
 4.勞基法年假
★其他福利
 1.完整教育訓練，升遷機會多
 2.員工旅遊
 3.年度健康檢查
 4.員工購物優惠"
